iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,constraint_violation,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
57,20.64372992515564,-1741.979086832244,351.40204948596556,-107.2773774000311,-2223.0437262845376,"(0.0, 349310)",188.6333957505788,0.05,0.28326940536499023,4.47207498550415,0.0244875,0.026539717,-1814.8219714065854,0.0,349310,40000,13.59421420097351,0.04582346048867319,0.04195043220786654,-1657.4414324002835,"(0.0, 41660)"
58,17.98509168624878,-1774.8824269313034,307.50760651500866,-400.39530280694896,-2051.0815930576628,"(0.0, 355600)",180.98688691714696,0.05,0.18223810195922852,3.900787353515625,0.024764283,0.02763244,-1810.8280169590573,0.0,355600,40000,15.280689239501953,0.03306910756812412,0.03134233533232205,-1643.2158324787351,"(0.0, 41280)"
59,18.41935110092163,-1758.4720452979707,347.75867585555363,-360.3604486434029,-2281.1450836404188,"(0.0, 352620)",196.4634721613956,0.05,0.22981572151184082,3.7556920051574707,0.024921795,0.025871594,-1805.5924197929485,0.0,352620,40000,14.580727338790894,0.04220645335857107,0.039368034615776294,-1570.8205243377233,"(0.0, 39580)"
60,19.70548963546753,-1742.6630623225542,346.4558865060959,-240.12765909617704,-2033.0747049998392,"(0.0, 349280)",179.31111488115155,0.05,0.17380142211914062,3.857396125793457,0.024646692,0.027670903,-1799.2994840459091,0.0,349280,40000,16.745332717895508,0.04182400238680814,0.03918101121532499,-1693.2840452412886,"(0.0, 42480)"
61,19.52803945541382,-1716.064526043699,364.77808395093086,-154.2382978225896,-2613.587995193528,"(0.0, 344710)",200.22161400968352,0.05,0.24728679656982422,4.709728717803955,0.024816751,0.024820948,-1790.975988245688,0.0,344710,40000,15.484999895095825,0.04524527101606259,0.04282807774025433,-1713.3975986934538,"(0.0, 42940)"
62,20.12090229988098,-1705.137863054662,373.2779381890786,-387.7314074533202,-2112.556332798941,"(0.0, 342330)",189.2869836542817,0.05,0.12199664115905762,3.995291233062744,0.024903057,0.026357086,-1782.3921757265855,0.0,342330,40000,16.17977786064148,0.048810772551960556,0.04597286151040016,-1666.7135746868018,"(0.0, 41820)"
63,20.470353841781616,-1706.6504765070315,384.0262336891069,-198.1702055931603,-2042.7263759640862,"(0.0, 342910)",185.6262406412933,0.05,0.20891666412353516,3.069140672683716,0.025182854,0.026700323,-1774.81800580463,0.0,342910,40000,18.335529565811157,0.04670236064574516,0.04328935122016754,-1624.7309300321378,"(0.0, 40960)"
64,18.83733296394348,-1687.2829302266887,412.4427949147178,-108.25389807307226,-2112.2222551783234,"(0.0, 339510)",185.846976916148,0.05,0.1932969093322754,3.559922218322754,0.023969864,0.026377175,-1766.064498246836,0.0,339510,40000,14.701004981994629,0.05824236605623548,0.055241486135588734,-1729.1693229500245,"(0.0, 43360)"
65,20.06132745742798,-1691.1466493843297,400.9784238541505,-253.923775364895,-2092.700002031465,"(0.0, 339930)",192.02466533945682,0.05,0.20595049858093262,3.72932505607605,0.025325332,0.025922725,-1758.5727133605853,0.0,339930,40000,16.958004474639893,0.052759874767704745,0.0498635585369011,-1822.1370921787975,"(0.0, 45600)"
66,19.555109977722168,-1682.5528330731554,394.0791555357017,-309.55365753034596,-2002.1947023842656,"(0.0, 338430)",190.69511866515123,0.05,0.15547871589660645,4.085443735122681,0.02458082,0.026739182,-1750.9707253318422,0.0,338430,40000,15.931669473648071,0.05065419814001802,0.04742379846730195,-1817.1145354313617,"(0.0, 45450)"
67,19.033069849014282,-1724.5010572145263,352.51678806205837,-209.31085836021683,-1999.9709120066402,"(0.5, 346580)",197.13186265692332,0.05,0.1648728847503662,3.826390504837036,0.024971323,0.025134042,-1748.3237585201107,0.5,346580,40000,14.974700450897217,0.04250738590026605,0.03944911308048017,-1715.6589731969889,"(4.0, 43640)"
