iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,rollout_success,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,constraint_violation,num_samples,time_VF,VF_error_before,VF_error_after,eval_score,eval_success
70,14.781755447387695,-277.3159484268293,640.5983055914418,1590.1321419324277,-1993.4890617564165,"(32.0, 130820)",155.93621906786043,0.05,0.07572650909423828,1.4758028984069824,0.024925636,0.032329068,-600.6034532761046,32.0,130820,40000,3.792773962020874,0.5509464978414371,0.49226179820447297,-142.07172789277257,"(12.0, 10740)"
71,13.98710012435913,-353.5574346647822,700.7427523009706,2187.5743343396816,-2197.2706323290276,"(24.5, 138790)",141.90900510429785,0.05,0.0805964469909668,1.5234968662261963,0.025041608,0.034037303,-575.8988514149723,24.5,138790,40000,3.658186674118042,0.5446131921469907,0.5012312450473169,-152.18309059351748,"(20.0, 11090)"
72,13.276784658432007,-250.38457462991428,636.9452927430746,1796.1363400350363,-1742.6732441964716,"(28.5, 126390)",159.5158565894933,0.05,0.0763087272644043,1.4834058284759521,0.025320599,0.031112038,-543.3474237364666,28.5,126390,40000,4.344473123550415,0.5235999864252275,0.480198740686028,-98.41199610836003,"(16.0, 10760)"
73,13.677246809005737,-190.18597423498977,680.6401319686335,2476.4363038399647,-1962.885134193195,"(39.0, 126570)",149.85944912934707,0.05,0.07788801193237305,1.4935400485992432,0.02490588,0.03220686,-508.0312787863189,39.0,126570,40000,4.241859197616577,0.5452675441891467,0.5031685890946326,-92.282165617141,"(12.0, 10570)"
74,14.590689420700073,-108.49828592706021,646.2339021206999,1914.3098319058436,-2015.3921615280863,"(40.0, 117300)",157.55091963305665,0.05,0.07689785957336426,1.5679337978363037,0.025169747,0.03149065,-468.0779795003931,40.0,117300,40000,4.704401731491089,0.5572760223011023,0.5158896441296376,-33.350758287028455,"(28.0, 10310)"
75,14.679102182388306,-177.60902969839117,689.5668225657705,2226.162506170054,-1995.695122989253,"(36.0, 123130)",157.95728918319037,0.05,0.07330751419067383,1.4921112060546875,0.02513426,0.030336773,-439.0310845201929,36.0,123130,40000,3.6502439975738525,0.5618706041049882,0.5115480649188514,-111.88218968668569,"(24.0, 10470)"
76,14.874412298202515,-42.41544183194965,660.6280510847452,2023.1958477218093,-2008.6442561676674,"(45.0, 112980)",148.56282434437247,0.05,0.07526135444641113,1.6134278774261475,0.022011893,0.03146956,-399.36952025136856,45.0,112980,40000,4.097660541534424,0.526430154898073,0.45115695210314755,20.889878191615008,"(24.0, 10260)"
77,14.788142204284668,-91.91151747551443,780.2890051863426,2128.4670381997134,-2119.732487188977,"(43.5, 124600)",159.9687129410902,0.05,0.07782721519470215,1.5090360641479492,0.024875484,0.030143064,-368.6237199737831,43.5,124600,40000,4.01299262046814,0.5064046203762831,0.45102199161666984,59.168013278967294,"(24.0, 10550)"
78,14.884055376052856,-65.32561002360376,812.3704733838458,2908.4565890117615,-1985.0434017647976,"(45.0, 125830)",152.4501543944993,0.05,0.07933974266052246,1.4838452339172363,0.025346322,0.030310042,-338.29390897876516,45.0,125830,40000,3.566660165786743,0.5512377410638575,0.49400647177442963,60.56017933284197,"(32.0, 10460)"
79,14.67764949798584,47.41243465459537,810.0787249631869,2912.415786897174,-1996.3265515270639,"(54.0, 120370)",149.94877783305196,0.05,0.0793766975402832,1.5599358081817627,0.025250461,0.031921662,-299.7232746154291,54.0,120370,40000,4.359928846359253,0.4904054832091115,0.44823768947324344,137.3586739191403,"(44.0, 10520)"
80,14.279239177703857,80.25219793438495,913.8701811832592,3292.8658521259836,-1983.2458805358986,"(50.5, 119810)",170.0901312704887,0.05,0.07447052001953125,1.5148754119873047,0.025135064,0.028869912,-261.7257273604477,50.5,119810,40000,3.920837640762329,0.4399712219868882,0.39197238944781426,172.4668270316567,"(52.0, 10880)"
